Team,Date,Player_Name,Notes,Season,player_height,player_weight,age
Hornets,2016-01-27,Jeremy Lin,sprained right ankle,2016,190.5,90.7184,28.0
Hornets,2016-03-29,Jeremy Lin,sore lower back,2016,190.5,90.7184,28.0
Nets,2016-11-02,Jeremy Lin,strained left hamstring,2016,190.5,90.7184,28.0
Nets,2016-12-14,Jeremy Lin,placed on IL with sore back / tightness in back,2016,190.5,90.7184,28.0
Nets,2016-12-27,Jeremy Lin,strained left hamstring,2016,190.5,90.7184,28.0
Nets,2017-03-21,Jeremy Lin,ankle injury,2017,190.5,90.7184,29.0
Nets,2017-04-12,Jeremy Lin,rest,2017,190.5,90.7184,29.0
Nets,2017-10-18,Jeremy Lin,ruptured patella tendon in right knee,2017,190.5,90.7184,29.0
Hawks,2018-11-28,Jeremy Lin,sprained left ankle,2018,190.5,90.7184,30.0
Hawks,2018-12-07,Jeremy Lin,strained lower back,2018,190.5,90.7184,30.0
Warriors,2012-02-28,Jeremy Tyler,placed on IL,2012,208.28,117.93392,22.0
Celtics,2010-10-29,Jermaine O'Neal,placed on IL with left knee injury,2010,210.82,115.66596,32.0
Celtics,2010-11-11,Jermaine O'Neal,sore left knee,2010,210.82,115.66596,32.0
Celtics,2011-01-12,Jermaine O'Neal,sore left knee,2011,210.82,115.66596,33.0
Celtics,2011-04-08,Jermaine O'Neal,placed on IL for rest,2011,210.82,115.66596,33.0
Celtics,2012-01-02,Jermaine O'Neal,placed on IL with sore left hamstring,2012,210.82,115.66596,34.0
Celtics,2012-01-26,Jermaine O'Neal,sore left knee,2012,210.82,115.66596,34.0
Celtics,2012-02-10,Jermaine O'Neal,sore left shoulder,2012,210.82,115.66596,34.0
Celtics,2012-02-22,Jermaine O'Neal,placed on IL with left wrist injury,2012,210.82,115.66596,34.0
Celtics,2012-03-30,Jermaine O'Neal,arthroscopic surgery on left wrist,2012,210.82,115.66596,34.0
Suns,2012-12-02,Jermaine O'Neal,strained right quadricep,2012,210.82,115.66596,34.0
Suns,2013-01-14,Jermaine O'Neal,back spasms,2013,210.82,115.66596,35.0
Suns,2013-03-22,Jermaine O'Neal,strained left calf,2013,210.82,115.66596,35.0
Suns,2013-04-07,Jermaine O'Neal,bruised left shin,2013,210.82,115.66596,35.0
Suns,2013-04-13,Jermaine O'Neal,bruised left shin,2013,210.82,115.66596,35.0
Warriors,2013-11-01,Jermaine O'Neal,right foot injury,2013,210.82,115.66596,35.0
Warriors,2013-11-18,Jermaine O'Neal,placed on IL with bruised right knee,2013,210.82,115.66596,35.0
Warriors,2013-12-11,Jermaine O'Neal,sprained right wrist,2013,210.82,115.66596,35.0
Clippers,2018-11-28,Jerome Robinson,right foot injury,2018,195.58,86.18248,22.0
Wizards,2020-03-08,Jerome Robinson,left Achilles injury,2020,193.04,86.18248,24.0
Hawks,2012-05-06,Jerry Stackhouse,placed on IL,2012,198.12,98.883056,38.0
Nets,2012-11-21,Jerry Stackhouse,placed on IL for rest,2012,198.12,98.883056,38.0
Nets,2012-12-12,Jerry Stackhouse,placed on IL with sore right knee,2012,198.12,98.883056,38.0
Raptors,2010-12-22,Jerryd Bayless,food poisoning,2010,190.5,90.7184,22.0
Raptors,2011-01-02,Jerryd Bayless,sprained left ankle,2011,190.5,94.347136,23.0
Raptors,2011-01-15,Jerryd Bayless,sore/sprained left ankle,2011,190.5,94.347136,23.0
Raptors,2011-02-04,Jerryd Bayless,sprained right knee,2011,190.5,94.347136,23.0
Raptors,2012-01-01,Jerryd Bayless,sprained left ankle,2012,190.5,90.7184,24.0
Raptors,2012-02-10,Jerryd Bayless,placed on IL with sore/sprained left ankle,2012,190.5,90.7184,24.0
Raptors,2012-03-23,Jerryd Bayless,left hip pointer,2012,190.5,90.7184,24.0
Grizzlies,2013-04-07,Jerryd Bayless,placed on IL with sore right knee,2013,190.5,90.7184,25.0
Grizzlies,2013-11-09,Jerryd Bayless,sprained right knee,2013,190.5,90.7184,25.0
Celtics,2014-01-21,Jerryd Bayless,sprained left big toe,2014,190.5,90.7184,26.0
Celtics,2014-04-12,Jerryd Bayless,hyperextended right knee,2014,190.5,90.7184,26.0
Bucks,2014-12-31,Jerryd Bayless,sore left knee,2014,190.5,90.7184,26.0
Bucks,2015-03-11,Jerryd Bayless,sore right ankle,2015,190.5,90.7184,27.0
Bucks,2015-04-15,Jerryd Bayless,sore neck,2015,190.5,90.7184,27.0
Bucks,2015-12-05,Jerryd Bayless,placed on IL with ankle injury,2015,190.5,90.7184,27.0
Bucks,2016-01-05,Jerryd Bayless,placed on IL with sprained ankle,2016,190.5,90.7184,28.0
Bucks,2016-01-15,Jerryd Bayless,sprained left ankle,2016,190.5,90.7184,28.0
Bucks,2016-02-18,Jerryd Bayless,hyperextended knee,2016,190.5,90.7184,28.0
Bucks,2016-04-01,Jerryd Bayless,hyperextended right knee,2016,190.5,90.7184,28.0
76ers,2016-10-24,Jerryd Bayless,sore left wrist,2016,190.5,90.7184,28.0
76ers,2016-11-27,Jerryd Bayless,sore left wrist,2016,190.5,90.7184,28.0
76ers,2016-12-11,Jerryd Bayless,placed on IL with sore left wrist,2016,190.5,90.7184,28.0
76ers,2017-11-06,Jerryd Bayless,bruised left wrist,2017,190.5,90.7184,29.0
76ers,2018-01-20,Jerryd Bayless,placed on IL with sore left wrist,2018,190.5,90.7184,30.0
76ers,2018-10-16,Jerryd Bayless,placed on IL with sprained left knee,2018,190.5,90.7184,30.0
Grizzlies,2018-11-19,Jevon Carter,thumb injury,2018,187.96,88.904032,23.0
Grizzlies,2018-12-10,Jevon Carter,sore right knee,2018,187.96,88.904032,23.0
Kings,2012-02-14,Jimmer Fredette,stomach virus,2012,187.96,88.45044,24.0
Bulls,2013-11-21,Jimmy Butler,placed on IL with turf toe,2013,200.66,99.79024,24.0
Bulls,2013-12-21,Jimmy Butler,sprained right ankle,2013,200.66,99.79024,24.0
Bulls,2014-01-11,Jimmy Butler,bruised thigh,2014,200.66,99.79024,25.0
Bulls,2014-02-23,Jimmy Butler,bruised ribs,2014,200.66,99.79024,25.0
Bulls,2014-10-29,Jimmy Butler,placed on IL with sprained left thumb,2014,200.66,99.79024,25.0
Bulls,2015-02-12,Jimmy Butler,placed on IL with strained right shoulder,2015,200.66,99.79024,26.0
Bulls,2015-03-02,Jimmy Butler,sprained left elbow,2015,200.66,99.79024,26.0
Bulls,2015-04-09,Jimmy Butler,placed on IL with calf injury,2015,200.66,99.79024,26.0
Bulls,2016-02-03,Jimmy Butler,left knee tendinitis,2016,200.66,104.779752,27.0
Bulls,2016-03-07,Jimmy Butler,strained/swollen left knee,2016,200.66,104.779752,27.0
Bulls,2017-02-03,Jimmy Butler,bruised right heel,2017,203.2,107.047712,28.0
Bulls,2017-02-12,Jimmy Butler,bruised right heel,2017,203.2,107.047712,28.0
Timberwolves,2018-01-20,Jimmy Butler,sore right knee,2018,203.2,105.233344,29.0
Timberwolves,2018-02-24,Jimmy Butler,placed on IL with meniscus injury in right knee,2018,203.2,105.233344,29.0
76ers,2018-12-12,Jimmy Butler,placed on IL with strained groin,2018,203.2,105.233344,29.0
76ers,2019-01-02,Jimmy Butler,placed on IL with upper respiratory infection,2019,200.66,104.32616,30.0
76ers,2019-01-21,Jimmy Butler,placed on IL with sprained right wrist,2019,200.66,104.32616,30.0
76ers,2019-04-01,Jimmy Butler,placed on IL with back injury,2019,200.66,104.32616,30.0
76ers,2019-04-10,Jimmy Butler,placed on IL with tightness in lower back,2019,200.66,104.32616,30.0
Heat,2020-01-05,Jimmy Butler,sore lower back,2020,200.66,104.32616,31.0
Heat,2020-01-20,Jimmy Butler,right hip injury,2020,200.66,104.32616,31.0
Heat,2020-02-07,Jimmy Butler,strained right shoulder,2020,200.66,104.32616,31.0
Heat,2020-03-11,Jimmy Butler,placed on IL with left big toe injury,2020,200.66,104.32616,31.0
Heat,2020-08-04,Jimmy Butler,placed on IL with sore right ankle,2020,200.66,104.32616,31.0
Heat,2020-08-13,Jimmy Butler,sore right foot,2020,200.66,104.32616,31.0
Bulls,2010-12-15,Joakim Noah,torn ligament in right thumb,2010,210.82,105.233344,26.0
Bulls,2011-03-30,Joakim Noah,placed on IL with sprained right ankle,2011,210.82,105.233344,27.0
Bulls,2012-01-21,Joakim Noah,sprained left ankle,2012,210.82,105.233344,28.0
Bulls,2012-05-06,Joakim Noah,sprained left ankle,2012,210.82,105.233344,28.0
Bulls,2013-02-01,Joakim Noah,right foot injury,2013,210.82,105.233344,29.0
Bulls,2013-03-23,Joakim Noah,plantar fasciitis in right foot,2013,210.82,105.233344,29.0
Bulls,2013-12-10,Joakim Noah,bruised right thigh,2013,210.82,105.233344,29.0
Bulls,2014-05-02,Joakim Noah,arthroscopic surgery on left knee,2014,210.82,105.233344,30.0
Bulls,2014-11-25,Joakim Noah,placed on IL with eye abrasion,2014,210.82,105.233344,30.0
Bulls,2014-12-10,Joakim Noah,placed on IL with sprained right ankle,2014,210.82,105.233344,30.0
Bulls,2015-01-16,Joakim Noah,placed on IL with sprained right ankle,2015,210.82,105.233344,31.0
Bulls,2015-03-11,Joakim Noah,left knee injury,2015,210.82,105.233344,31.0
Bulls,2015-03-23,Joakim Noah,placed on IL with general soreness,2015,210.82,105.233344,31.0
Bulls,2015-04-13,Joakim Noah,sore left knee,2015,210.82,105.233344,31.0
Bulls,2015-05-08,Joakim Noah,fined $25K by NBA for pushing fan while walking to locker room,2015,210.82,105.233344,31.0
Bulls,2015-11-09,Joakim Noah,sore left knee,2015,210.82,105.233344,31.0
Bulls,2015-12-21,Joakim Noah,sprained left shoulder,2015,210.82,105.233344,31.0
Bulls,2016-01-15,Joakim Noah,separated left shoulder,2016,210.82,104.32616,32.0
Knicks,2016-11-30,Joakim Noah,placed on IL with sprained left ankle,2016,210.82,104.32616,32.0
Knicks,2017-01-18,Joakim Noah,placed on IL with sprained left ankle,2017,210.82,104.32616,33.0
Knicks,2017-02-06,Joakim Noah,placed on IL with sore left hamstring,2017,210.82,104.32616,33.0
Knicks,2017-02-27,Joakim Noah,arthrosopic surgery on left knee to remove loose body,2017,210.82,104.32616,33.0
Knicks,2017-04-27,Joakim Noah,surgery on right shoulder to repair torn rotator cuff,2017,210.82,104.32616,33.0
Grizzlies,2018-12-19,Joakim Noah,placed on IL with right heel injury,2018,210.82,104.32616,34.0
Grizzlies,2019-02-05,Joakim Noah,right heel injury,2019,210.82,105.233344,35.0
Grizzlies,2019-03-22,Joakim Noah,sore right knee,2019,210.82,105.233344,35.0
Lakers,2013-04-24,Jodie Meeks,sprained left ankle,2013,193.04,94.347136,26.0
Lakers,2014-02-05,Jodie Meeks,sprained right ankle,2014,193.04,95.25431999999999,27.0
Pistons,2014-10-14,Jodie Meeks,stress fracture in lower back,2014,193.04,95.25431999999999,27.0
Pistons,2014-10-29,Jodie Meeks,placed on IL with stress fracture in lower back,2014,193.04,95.25431999999999,27.0
Pistons,2015-10-29,Jodie Meeks,fractured right foot,2015,193.04,95.25431999999999,28.0
Magic,2016-07-19,Jodie Meeks,surgery on right foot,2016,193.04,95.25431999999999,29.0
Magic,2016-10-26,Jodie Meeks,placed on IL recovering from surgery on right foot,2016,193.04,95.25431999999999,29.0
Magic,2017-01-18,Jodie Meeks,dislocated right thumb,2017,193.04,95.25431999999999,30.0
Cavaliers,2015-12-20,Joe Harris,placed on IL,2015,198.12,99.336648,24.0
Cavaliers,2016-01-04,Joe Harris,right foot injury,2016,198.12,99.336648,25.0
Magic,2016-01-12,Joe Harris,surgery on right foot,2016,198.12,99.336648,25.0
Nets,2016-12-28,Joe Harris,hip pointer,2016,198.12,99.336648,25.0
Nets,2017-01-21,Joe Harris,sprained left ankle,2017,198.12,99.336648,26.0
Nets,2017-03-04,Joe Harris,placed on IL with concussion,2017,198.12,99.336648,26.0
Nets,2017-03-17,Joe Harris,sprained left shoulder,2017,198.12,99.336648,26.0
Nets,2018-04-09,Joe Harris,sprained left ankle,2018,198.12,98.883056,27.0
Nets,2018-11-30,Joe Harris,placed on IL with adductor injury,2018,198.12,98.883056,27.0
Nets,2019-01-07,Joe Harris,placed on IL with sprained right ankle,2019,198.12,99.79024,28.0
Nets,2019-02-04,Joe Harris,right hip injury,2019,198.12,99.79024,28.0
Nets,2019-04-10,Joe Harris,placed on IL with sore right foot,2019,198.12,99.79024,28.0
Nets,2020-01-17,Joe Harris,sore lower back,2020,198.12,99.79024,29.0
Nets,2020-03-11,Joe Harris,sprained right ankle,2020,198.12,99.79024,29.0
Nets,2020-08-03,Joe Harris,back injury,2020,198.12,99.79024,29.0
Nets,2020-08-10,Joe Harris,left groin injury,2020,198.12,99.79024,29.0
Jazz,2015-02-07,Joe Ingles,back spasms,2015,203.2,102.511792,28.0
Jazz,2015-12-16,Joe Ingles,oral surgery,2015,203.2,102.511792,28.0
Hawks,2010-12-01,Joe Johnson,placed on IL with loose particle in right elbow,2010,200.66,108.86208,30.0
Hawks,2011-03-27,Joe Johnson,placed on IL with sprained right thumb,2011,200.66,108.86208,31.0
Hawks,2012-02-22,Joe Johnson,placed on IL with sore left knee,2012,200.66,108.86208,32.0
Hawks,2012-03-02,Joe Johnson,placed on IL with left knee tendinitis,2012,200.66,108.86208,32.0
Nets,2013-02-22,Joe Johnson,placed on IL with plantar fasciitis in left foot,2013,200.66,108.86208,33.0
Nets,2013-03-12,Joe Johnson,placed on IL with sore left heel,2013,200.66,108.86208,33.0
Nets,2013-03-24,Joe Johnson,bruised right quadriceps,2013,200.66,108.86208,33.0
Nets,2013-04-15,Joe Johnson,placed on IL with heel injury,2013,200.66,108.86208,33.0
Nets,2014-02-03,Joe Johnson,right knee tendinitis,2014,200.66,108.86208,34.0
Nets,2014-04-16,Joe Johnson,right calf injury,2014,200.66,108.86208,34.0
Jazz,2017-01-14,Joe Johnson,placed on IL for rest,2017,200.66,108.86208,37.0
Jazz,2017-03-03,Joe Johnson,left groin injury,2017,200.66,108.86208,37.0
Jazz,2017-10-31,Joe Johnson,sore right wrist,2017,200.66,108.86208,37.0
Pacers,2016-03-04,Joe Young,knee injury,2016,187.96,81.64656,25.0
Heat,2012-03-20,Joel Anthony,sprained left ankle,2012,205.74,111.13004,30.0
Heat,2012-10-30,Joel Anthony,placed on IL with strained left hamstring,2012,205.74,111.13004,30.0
Pistons,2015-03-08,Joel Anthony,groin injury,2015,205.74,111.13004,33.0
76ers,2016-03-06,Joel Embiid,placed on IL with foot injury,2016,213.36,113.398,23.0
76ers,2016-11-02,Joel Embiid,rehab of foot injury,2016,213.36,113.398,23.0
76ers,2016-11-09,Joel Embiid,rehab of foot injury,2016,213.36,113.398,23.0
76ers,2016-11-25,Joel Embiid,rest,2016,213.36,113.398,23.0
76ers,2016-12-29,Joel Embiid,rest,2016,213.36,113.398,23.0
76ers,2017-01-20,Joel Embiid,bruised left knee,2017,213.36,113.398,24.0
76ers,2017-03-01,Joel Embiid,placed on IL with torn meniscus in left knee,2017,213.36,113.398,24.0
76ers,2017-03-24,Joel Embiid,surgery on left knee to repair torn meniscus,2017,213.36,113.398,24.0
76ers,2017-10-21,Joel Embiid,placed on IL with rehab of left knee,2017,213.36,113.398,24.0
76ers,2017-11-07,Joel Embiid,placed on IL for rest,2017,213.36,113.398,24.0
76ers,2017-12-09,Joel Embiid,placed on IL for rest,2017,213.36,113.398,24.0
76ers,2017-12-17,Joel Embiid,back injury,2017,213.36,113.398,24.0
76ers,2017-12-30,Joel Embiid,back injury,2017,213.36,113.398,24.0
76ers,2018-01-29,Joel Embiid,placed on IL for rest,2018,213.36,113.398,25.0
76ers,2018-02-14,Joel Embiid,sore right ankle,2018,213.36,113.398,25.0
76ers,2018-03-29,Joel Embiid,fractured left orbital bone,2018,213.36,113.398,25.0
76ers,2018-12-30,Joel Embiid,sore left knee,2018,213.36,113.398,25.0
76ers,2019-01-11,Joel Embiid,placed on IL with sore left ankle,2019,213.36,127.00576,26.0
76ers,2019-02-20,Joel Embiid,sore left knee,2019,213.36,127.00576,26.0
76ers,2019-04-08,Joel Embiid,sore left knee,2019,213.36,127.00576,26.0
76ers,2019-04-18,Joel Embiid,sore left knee,2019,213.36,127.00576,26.0
76ers,2019-10-26,Joel Embiid,placed on IL with sprained right ankle,2019,213.36,127.00576,26.0
76ers,2019-12-06,Joel Embiid,bruised left hip,2019,213.36,127.00576,26.0
76ers,2019-12-31,Joel Embiid,placed on IL with sore left knee,2019,213.36,127.00576,26.0
76ers,2020-01-09,Joel Embiid,placed on IL with left hand injury,2020,213.36,127.00576,27.0
76ers,2020-02-27,Joel Embiid,placed on IL with sprained left shoulder,2020,213.36,127.00576,27.0
76ers,2020-08-10,Joel Embiid,placed on IL with left ankle injury,2020,213.36,127.00576,27.0
Blazers,2012-12-16,Joel Freeland,placed on IL with finger injury,2012,208.28,102.0582,26.0
Blazers,2013-11-05,Joel Freeland,placed on IL with strained left hip,2013,208.28,102.0582,27.0
Blazers,2014-02-12,Joel Freeland,placed on IL wiwth sprained MCL in right knee,2014,208.28,102.0582,28.0
Blazers,2014-11-02,Joel Freeland,placed on IL with left foot injury,2014,208.28,102.0582,28.0
Blazers,2010-10-26,Joel Przybilla,placed on IL placed on IL recovering from surgery on right knee to repair ruptured patella tendon,2010,215.9,111.13004,31.0
Blazers,2010-12-18,Joel Przybilla,placed on IL with left ankle injury,2010,215.9,111.13004,31.0
Bobcats,2011-03-09,Joel Przybilla,sore right knee,2011,215.9,111.13004,32.0
Bobcats,2011-03-31,Joel Przybilla,surgery on knee to remove wires that were inserted to help heal torn patella tendon,2011,215.9,111.13004,32.0
Blazers,2012-04-01,Joel Przybilla,sprained right knee,2012,215.9,111.13004,33.0
Blazers,2012-04-21,Joel Przybilla,bronchitis,2012,215.9,111.13004,33.0
Cavaliers,2010-12-17,Joey Graham,placed on IL with partially torn right quadriceps,2010,200.66,104.32616,29.0
Nuggets,2015-11-03,Joffrey Lauvergne,strained lower back,2015,210.82,99.79024,24.0
Nuggets,2015-11-20,Joffrey Lauvergne,strained lower back,2015,210.82,99.79024,24.0
Nuggets,2016-01-27,Joffrey Lauvergne,infection in right toe,2016,210.82,99.79024,25.0
Nuggets,2016-04-13,Joffrey Lauvergne,back injury,2016,210.82,99.79024,25.0
Spurs,2017-10-24,Joffrey Lauvergne,sprained right ankle,2017,210.82,117.93392,26.0
Spurs,2017-12-04,Joffrey Lauvergne,finger injury,2017,210.82,117.93392,26.0
Nets,2012-02-01,Johan Petro,stomach virus,2012,213.36,112.037224,27.0
Hawks,2012-11-02,Johan Petro,placed on IL with sore back,2012,213.36,112.037224,27.0
Bucks,2012-11-02,John Henson,placed on IL with bone bruise in left knee / sprained left knee,2012,210.82,99.79024,22.0
Bucks,2013-12-21,John Henson,knee injury,2013,210.82,99.79024,23.0
Bucks,2013-12-28,John Henson,sprained left ankle,2013,210.82,99.79024,23.0
Bucks,2014-01-31,John Henson,sprained right wrist,2014,210.82,104.32616,24.0
Bucks,2014-02-11,John Henson,foot injury,2014,210.82,104.32616,24.0
Bucks,2014-11-26,John Henson,sprained left foot,2014,210.82,104.32616,24.0
Bucks,2014-12-13,John Henson,placed on IL with sprained left foot,2014,210.82,104.32616,24.0
Bucks,2015-10-30,John Henson,sore left Achilles,2015,210.82,103.872568,25.0
Bucks,2015-12-28,John Henson,elbow injury,2015,210.82,103.872568,25.0
Bucks,2016-01-28,John Henson,sore lower back,2016,210.82,103.872568,26.0
Bucks,2017-03-22,John Henson,sprained left thumb,2017,210.82,103.872568,27.0
Bucks,2017-03-31,John Henson,placed on IL with sprained left thumb,2017,210.82,103.872568,27.0
Bucks,2017-11-21,John Henson,eye injury,2017,210.82,103.872568,27.0
Bucks,2018-02-06,John Henson,sore right hamstring,2018,210.82,99.336648,28.0
Bucks,2018-03-30,John Henson,right index finger injury,2018,210.82,99.336648,28.0
Bucks,2018-04-20,John Henson,placed on IL with sore back,2018,210.82,99.336648,28.0
Bucks,2018-11-15,John Henson,left wrist injury,2018,210.82,99.336648,28.0
Cavaliers,2019-10-23,John Henson,placed on IL with sprained right ankle,2019,205.74,99.336648,29.0
Cavaliers,2017-12-15,John Holland,left shoulder subluxation indefinitely,2017,195.58,92.98636,29.0
Hawks,2013-03-30,John Jenkins,concussion,2013,193.04,97.52228,23.0
Hawks,2013-12-26,John Jenkins,placed on IL with leg injury,2013,193.04,97.52228,23.0
Hawks,2014-02-03,John Jenkins,back injury,2014,193.04,97.52228,24.0
Mavericks,2015-12-16,John Jenkins,placed on IL with concussion,2015,193.04,97.52228,25.0
Mavericks,2016-02-19,John Jenkins,undisclosed,2016,193.04,97.52228,26.0
Suns,2016-10-12,John Jenkins,strained abdominal,2016,193.04,97.52228,26.0
Suns,2016-10-26,John Jenkins,placed on IL with strained abdominal,2016,193.04,97.52228,26.0
Bulls,2012-01-21,John Lucas III,strained left groin,2012,180.34,74.84268,30.0
Jazz,2014-01-31,John Lucas III,sore back,2014,180.34,75.296272,32.0
Jazz,2014-03-12,John Lucas III,placed on IL with ankle injury,2014,180.34,75.296272,32.0
Bucks,2010-12-15,John Salmons,back spasms,2010,198.12,93.893544,31.0
Bucks,2011-01-19,John Salmons,sore right hip,2011,198.12,93.893544,32.0
Kings,2012-02-21,John Salmons,placed on IL with hip injury,2012,198.12,93.893544,33.0
Kings,2012-03-28,John Salmons,placed on IL with hip injury,2012,198.12,93.893544,33.0
Raptors,2014-01-19,John Salmons,back spasms,2014,198.12,95.25431999999999,35.0
Mavericks,2018-02-08,Johnathan Motley,sprained left ankle,2018,208.28,104.32616,24.0
Bucks,2014-10-13,Johnny O'Bryant III,sprained MCL in right knee,2014,205.74,120.20188,22.0
Bucks,2014-10-29,Johnny O'Bryant III,placed on IL with sprained MCL in right knee,2014,205.74,120.20188,22.0
Hornets,2017-03-09,Johnny O'Bryant III,sprained right ankle,2017,205.74,116.573144,25.0
Hornets,2017-03-24,Johnny O'Bryant III,placed on IL with sprained right ankle,2017,205.74,116.573144,25.0
Bucks,2010-10-27,Jon Brockman,sprained left ankle,2010,200.66,115.66596,24.0
Bucks,2011-04-01,Jon Brockman,placed on IL with sprained left shoulder,2011,200.66,115.66596,25.0
Bucks,2011-04-09,Jon Brockman,separated left shoulder,2011,200.66,115.66596,25.0
Grizzlies,2013-05-27,Jon Leuer,placed on IL with sprained left ankle,2013,208.28,103.418976,25.0
Grizzlies,2015-03-14,Jon Leuer,back injury,2015,208.28,103.418976,27.0
Suns,2015-12-31,Jon Leuer,ankle injury,2015,208.28,103.418976,27.0
Suns,2016-01-19,Jon Leuer,lower back spasms,2016,208.28,103.418976,28.0
Suns,2016-03-26,Jon Leuer,upset stomach,2016,208.28,103.418976,28.0
Suns,2016-04-01,Jon Leuer,sprained right ankle,2016,208.28,103.418976,28.0
Pistons,2016-12-17,Jon Leuer,placed on IL with back spasms,2016,208.28,103.418976,28.0
Pistons,2017-01-10,Jon Leuer,sore right knee,2017,208.28,103.418976,29.0
Pistons,2017-01-18,Jon Leuer,placed on IL with bone bruise in right knee,2017,208.28,103.418976,29.0
Pistons,2017-11-01,Jon Leuer,sprained left ankle,2017,208.28,103.418976,29.0
Pistons,2017-11-17,Jon Leuer,placed on IL with sprained left ankle,2017,208.28,103.418976,29.0
76ers,2018-11-16,Jonah Bolden,placed on IL with right fibula injury,2018,208.28,99.79024,23.0
76ers,2019-01-29,Jonah Bolden,placed on IL with sore right Achilles,2019,203.2,102.0582,24.0
76ers,2019-04-10,Jonah Bolden,sore left knee,2019,203.2,102.0582,24.0
76ers,2019-12-07,Jonah Bolden,right Achilles injury,2019,203.2,102.0582,24.0
Celtics,2016-03-16,Jonas Jerebko,placed on IL with sore left ankle,2016,208.28,104.779752,30.0
Raptors,2012-12-21,Jonas Valanciunas,fractured right ring finger,2012,210.82,104.779752,21.0
Raptors,2013-04-12,Jonas Valanciunas,placed on IL with strained neck,2013,210.82,104.779752,22.0
Raptors,2014-03-19,Jonas Valanciunas,placed on IL with back injury,2014,213.36,115.66596,23.0
Raptors,2014-11-05,Jonas Valanciunas,placed on IL with hand injury,2014,213.36,115.66596,23.0
Raptors,2015-11-21,Jonas Valanciunas,fractured left hand,2015,213.36,115.66596,24.0
Raptors,2016-03-15,Jonas Valanciunas,bruised left hand,2016,213.36,115.66596,25.0
Raptors,2016-04-13,Jonas Valanciunas,rest,2016,213.36,115.66596,25.0
Raptors,2016-05-07,Jonas Valanciunas,sprained right ankle,2016,213.36,115.66596,25.0
Raptors,2016-11-06,Jonas Valanciunas,bruised left knee,2016,213.36,115.66596,25.0
Raptors,2017-10-21,Jonas Valanciunas,sore/sprained left ankle,2017,213.36,115.66596,26.0
Raptors,2018-04-08,Jonas Valanciunas,placed on IL for rest,2018,213.36,120.20188,27.0
Raptors,2018-12-13,Jonas Valanciunas,left thumb injury,2018,213.36,120.20188,27.0
Grizzlies,2019-04-01,Jonas Valanciunas,sprained right ankle,2019,210.82,120.20188,28.0
Grizzlies,2019-12-21,Jonas Valanciunas,placed on IL with sore right foot,2019,210.82,120.20188,28.0
Magic,2017-11-12,Jonathan Isaac,sprained right ankle,2017,208.28,95.25431999999999,20.0
Magic,2017-12-22,Jonathan Isaac,sore right ankle,2017,208.28,95.25431999999999,20.0
Magic,2017-12-28,Jonathan Isaac,placed on IL with sore right ankle,2017,208.28,95.25431999999999,20.0
Magic,2018-03-22,Jonathan Isaac,sprained left foot,2018,208.28,95.25431999999999,21.0
Magic,2018-04-03,Jonathan Isaac,sprained left ankle,2018,208.28,95.25431999999999,21.0
Magic,2018-11-04,Jonathan Isaac,placed on IL with sprained right ankle,2018,208.28,95.25431999999999,21.0
Magic,2019-04-09,Jonathan Isaac,concussion,2019,210.82,104.32616,22.0
Magic,2019-11-15,Jonathan Isaac,placed on IL with sprained right ankle,2019,210.82,104.32616,22.0
Spurs,2016-04-30,Jonathon Simmons,placed on IL,2016,198.12,88.45044,27.0
Spurs,2017-01-24,Jonathon Simmons,sprained right wrist,2017,198.12,88.45044,28.0
Magic,2018-01-06,Jonathon Simmons,back spasms,2018,198.12,88.45044,29.0
Magic,2018-03-20,Jonathon Simmons,bruised right wrist,2018,198.12,88.45044,29.0
Magic,2018-11-02,Jonathon Simmons,placed on IL with right wrist injury,2018,198.12,88.45044,29.0
Magic,2018-12-21,Jonathon Simmons,placed on IL with sprained right ankle,2018,198.12,88.45044,29.0
Magic,2018-12-31,Jonathon Simmons,placed on IL with sprained left ankle,2018,198.12,88.45044,29.0
Timberwolves,2010-10-27,Jonny Flynn,placed on IL recovering from surgery on left hip,2010,182.88,83.91452,22.0
Timberwolves,2011-01-01,Jonny Flynn,placed on IL with sprained right ankle,2011,182.88,83.91452,23.0
Timberwolves,2011-02-16,Jonny Flynn,placed on IL with hip injury,2011,182.88,83.91452,23.0
Grizzlies,2020-03-10,Jontay Porter,right knee injury,2020,210.82,108.86208,21.0
Grizzlies,2015-02-04,Jordan Adams,sore left ankle,2015,195.58,94.800728,21.0
Grizzlies,2015-11-05,Jordan Adams,placed on IL with right knee injury,2015,195.58,94.800728,21.0
Grizzlies,2015-12-26,Jordan Adams,sore right knee,2015,195.58,94.800728,21.0
Warriors,2018-01-19,Jordan Bell,left ankle injury,2018,205.74,101.604608,24.0
Warriors,2018-03-07,Jordan Bell,sprained right ankle,2018,205.74,101.604608,24.0
Timberwolves,2019-11-06,Jordan Bell,sprained right shoulder,2019,203.2,97.975872,25.0
Pistons,2019-12-23,Jordan Bone,sore left knee,2019,190.5,81.64656,22.0
Lakers,2015-04-15,Jordan Clarkson,sprained left ankle,2015,195.58,87.996848,24.0
Lakers,2015-12-11,Jordan Clarkson,placed on IL with sprained right ankle,2015,195.58,87.996848,24.0
Lakers,2016-03-04,Jordan Clarkson,knee injury,2016,195.58,87.996848,25.0
Cavaliers,2018-12-18,Jordan Clarkson,back injury,2018,195.58,87.996848,27.0
